asset_number,manufacturer,category,size,manufacturing_date,asset_name,decommissioned_date
SAID-0013135,"Hoshizaki America, Inc.",Bin,0,11/11/2024,B-800SF,-
SAID-0001506,"Hoshizaki America, Inc.",Bin,0,8/1/2015,B-500PF,2/17/2025
SAID-0008934,"Hoshizaki America, Inc.",Refrigerator/Freezer,0,8/1/2019,WR72A,2/28/2025
SAID-0000752,"Hoshizaki America, Inc.",Bin,0,3/1/2015,B-250PF,2/28/2025
SAID-0007980,"Hoshizaki America, Inc.",Ice Maker,451,3/1/2015,KML-451MWH,2/28/2025
SAID-0003095,"Hoshizaki America, Inc.",Refrigerator/Freezer,0,5/1/2018,CF1S-FS,2/28/2025
SAID-0013210,Arctic Industries,Refrigerator/Freezer,0,1/21/2025,ABB72G,2/28/2025
SAID-0013209,Arctic Industries,Refrigerator/Freezer,0,1/21/2025,ABB72G,2/28/2025
SAID-0012725,"True Manufacturing Co., Inc.",Refrigerator/Freezer,0,9/25/2024,TD-50-18-HC,2/28/2025
SAID-0012724,"True Manufacturing Co., Inc.",Cooler,0,9/25/2024,TD-65-24-HC,2/28/2025
SAID-0013296,Koolaire,Ice Maker,420,2/25/2025,KDT-0420A,-
SAID-0000442,"Follett Products, LLC",Bin,0,7/16/2020,SG700S-30,2/28/2025
SAID-0001099,"Hoshizaki America, Inc.",Bin,0,2/22/2019,B-300PF,2/28/2025
SAID-0006580,"Hoshizaki America, Inc.",Ice Maker,520,1/1/2019,KM-520MAJ,2/28/2025
SAID-0000848,"Hoshizaki America, Inc.",Bin,0,12/1/2007,B-300PD,2/28/2025
SAID-0006174,"Hoshizaki America, Inc.",Ice Maker,501,5/1/2007,KM-501MWH,2/28/2025
SAID-0013282,"Hoshizaki America, Inc.",Ice Maker,520,2/19/2025,KM-520MWJ,-
SAID-0013297,Koolaire,Bin,0,2/25/2025,K-420,-
SAID-0013281,"Hoshizaki America, Inc.",Bin,0,2/19/2025,B-300SF,-
SAID-0012553,"Hoshizaki America, Inc.",Bin,0,8/29/2024,B-500SF,-
SAID-0001847,"Hoshizaki America, Inc.",Bin,0,5/1/2006,B-500PF,-
SAID-0001626,"Hoshizaki America, Inc.",Bin,0,11/1/2017,B-500PF,2/27/2025
SAID-0012344,Koolaire,Ice Maker,500,7/23/2024,KDT-0500A,2/27/2025
SAID-0012110,"Hoshizaki America, Inc.",Ice Maker,1301,5/17/2024,KM-1301SAJ,2/27/2025
SAID-0013244,"Hoshizaki America, Inc.",Ice Maker,500,1/29/2025,IM-500SAB,-
SAID-0013290,Arctic Industries,Refrigerator/Freezer,0,2/24/2025,AR49,-
SAID-0008098,"Hoshizaki America, Inc.",Ice Maker,500,6/1/2018,KML-500MAJ,2/26/2025
SAID-0007260,"Hoshizaki America, Inc.",Ice Maker,410,3/1/2018,KMD-410MAH,2/26/2025
SAID-0005234,"Hoshizaki America, Inc.",Ice Maker,1601,5/1/2017,KM-1601SAH3,1/27/2025
SAID-0004142,"Hoshizaki America, Inc.",Ice Maker,200,12/1/2018,IM-200BAB,2/26/2025
SAID-0005702,"Hoshizaki America, Inc.",Ice Maker,250,5/1/2007,KM-250BWF,2/26/2025
SAID-0005502,"Hoshizaki America, Inc.",Ice Maker,201,2/1/2011,KM-201BAH,2/26/2025
SAID-0009693,Scotsman Ice Systems,Ice Maker,915,4/11/2017,UF0915A-1,-
SAID-0004359,"Hoshizaki America, Inc.",Ice Maker,500,4/11/2017,IM-500SAA,2/26/2025
SAID-0002215,"Hoshizaki America, Inc.",Bin,0,1/1/2017,B-700PF,2/26/2025
SAID-0005082,"Hoshizaki America, Inc.",Ice Maker,1340,1/1/2020,KM-1340MAJ,-
SAID-0012784,"Follett Products, LLC",Bin,0,10/7/2022,SG1650S-60,-
SAID-0011967,"Hoshizaki America, Inc.",Ice Maker,500,10/12/2015,IM-500SAA,-
SAID-0012837,"Hoshizaki America, Inc.",Bin,0,4/21/2022,B-900SF,-
SAID-0011966,"Hoshizaki America, Inc.",Ice Maker,500,10/12/2015,IM-500SAA,-
SAID-0012066,"Hoshizaki America, Inc.",Bin,0,4/24/2017,B-700PF,-
SAID-0012038,"Hoshizaki America, Inc.",Bin,0,12/7/2015,B-500PF,-
SAID-0013031,"Hoshizaki America, Inc.",Bin,0,9/28/2018,B-300PF,-
SAID-0012037,"Hoshizaki America, Inc.",Ice Maker,515,8/28/2013,KM-515MWH,-
SAID-0013149,"Hoshizaki America, Inc.",Ice Maker,500,4/9/2018,IM-500SAA,-
SAID-0011929,"Hoshizaki America, Inc.",Ice Maker,410,11/19/2014,KMD-410MWH,-
SAID-0012806,Kold-Draft,Bin,0,2/3/2023,KDB-400,-
SAID-0011965,"Hoshizaki America, Inc.",Bin,0,2/15/2016,B-900PF,-
SAID-0011920,"Hoshizaki America, Inc.",Ice Maker,0,4/10/2013,KM-2100SWH3,-
SAID-0012010,Manitowoc Ice,Ice Maker,620,8/8/2022,RNP0620A,-
SAID-0011921,"Hoshizaki America, Inc.",Bin,0,7/17/2013,B-1300SS,-
SAID-0011280,"Hoshizaki America, Inc.",Ice Maker,1301,4/6/2023,KM-1301SAJ,-
SAID-0013291,Arctic Industries,Refrigerator/Freezer,0,2/24/2025,AUC60F,-
SAID-0013289,Arctic Industries,Refrigerator/Freezer,0,2/24/2025,AR49,-
SAID-0013292,Arctic Industries,Undercounter Ice Maker,0,2/24/2025,AUC60R,-
SAID-0013293,Arctic Industries,Undercounter Ice Maker,0,2/24/2025,AUC60R,-
SAID-0013037,"Hoshizaki America, Inc.",Bin,0,11/27/2024,B-900SF,-
SAID-0008359,"Hoshizaki America, Inc.",Ice Maker,700,10/1/2020,KML-700MAJ,-
SAID-0013018,Manitowoc Ice,Bin,0,11/15/2024,D400,-
SAID-0002646,"Hoshizaki America, Inc.",Bin,0,5/1/2004,B-800PF,2/25/2025
SAID-0013043,"Hoshizaki America, Inc.",Ice Maker,330,12/2/2024,F-330BAJ-C,-
SAID-0012581,"True Manufacturing Co., Inc.",Refrigerator/Freezer,0,9/7/2024,GDM-33-HC-LD,2/25/2025
SAID-0009051,Koolaire,Bin,0,3/14/2022,K-420,-
SAID-0013295,Kold-Draft,Ice Maker,561,2/22/2022,GTX561AC,-
SAID-0006201,"Hoshizaki America, Inc.",Ice Maker,515,10/1/2011,KM-515MAH,2/21/2025
SAID-0001342,"Hoshizaki America, Inc.",Bin,0,10/1/2011,B-500PF,2/21/2025
SAID-0012649,"Hoshizaki America, Inc.",Bin,0,7/6/2015,B-300PF,2/21/2025
SAID-0007015,"Hoshizaki America, Inc.",Ice Maker,901,5/1/2018,KM-901MAJ,2/24/2025
SAID-0007267,"Hoshizaki America, Inc.",Ice Maker,410,5/1/2018,KMD-410MAH,2/21/2025
SAID-0000813,"Hoshizaki America, Inc.",Bin,0,12/1/2006,B-250PF,2/21/2025
SAID-0007431,"Hoshizaki America, Inc.",Ice Maker,530,8/1/2018,KMD-530MAH,2/21/2025
SAID-0005817,"Hoshizaki America, Inc.",Ice Maker,260,4/30/2015,KM-260BAH,2/24/2025
SAID-0000468,"Hoshizaki America, Inc.","Ice Maker, Self Contained",50,10/1/2012,AM-50BAE,2/17/2025
SAID-0009151,Koolaire,Ice Maker,420,3/14/2022,KYT-0420A,-
SAID-0011667,"Hoshizaki America, Inc.",Ice Maker,460,10/8/2018,KMD-460MAH,-
SAID-0007400,"Hoshizaki America, Inc.",Ice Maker,460,10/1/2018,KMD-460MAH,-
SAID-0013294,"Hoshizaki America, Inc.",Ice Maker,1301,2/24/2025,KM-1301SWJ,-
SAID-0005708,"Hoshizaki America, Inc.",Ice Maker,255,12/1/2006,KM-255BAH,2/24/2025
SAID-0002263,"Hoshizaki America, Inc.",Bin,0,5/1/2018,B-700PF,2/24/2025
SAID-0009286,Manitowoc Ice,Ice Maker,522,2/9/2021,ID0522A,2/24/2025
SAID-0013280,"Hoshizaki America, Inc.",Ice Maker,520,2/19/2025,KM-520MAJ,-
SAID-0006800,"Hoshizaki America, Inc.",Ice Maker,660,3/6/2019,KM-660MAJ,-
SAID-0008396,"Hoshizaki America, Inc.",Ice Maker,1122,11/1/2016,KMS-1122MLH,2/21/2025
SAID-0004338,"Hoshizaki America, Inc.",Ice Maker,500,8/1/2016,IM-500SAA,2/21/2025
SAID-0012709,Koolaire,Ice Maker,300,9/25/2024,KDT0300A,-
SAID-0013285,"True Manufacturing Co., Inc.",Preparation Table,0,2/20/2025,TPP-AT2-93-HC,-
SAID-0013286,"Hoshizaki America, Inc.",Ice Maker,520,2/20/2025,KM-520MAJ,-
SAID-0013283,Koolaire,Ice Maker,300,2/20/2025,KDT0300A,-
SAID-0013288,"Follett Products, LLC",Water and Ice Dispenser,0,2/20/2025,25CI425A-L ,-
SAID-0013279,"Hoshizaki America, Inc.",Bin,0,2/19/2025,B-500SF,-
SAID-0013284,Koolaire,Bin,0,2/20/2025,K400,-
SAID-0008534,"Hoshizaki America, Inc.",Stand,0,7/1/2014,SD-270,2/21/2025
SAID-0003321,"Hoshizaki America, Inc.",Water and Ice Maker/Dispenser,0,8/1/2014,DCM-270BAH,2/21/2025
SAID-0000463,Lancer Worldwide,Water and Ice Maker/Dispenser,0,9/13/2018,85-4420H,2/21/2025
SAID-0012648,"Hoshizaki America, Inc.",Ice Maker,515,7/6/2015,KM-515MWH,2/21/2025
SAID-0005926,"Hoshizaki America, Inc.",Ice Maker,320,4/1/2010,KM-320MAH,2/21/2025
SAID-0004568,"Hoshizaki America, Inc.",Ice Maker,500,8/1/2021,IM-500SAB,-
SAID-0012710,Koolaire,Bin,0,9/25/2024,K400,-
SAID-0012945,"Hoshizaki America, Inc.",Bin,0,10/22/2024,B-800SF,-
SAID-0013278,"Hoshizaki America, Inc.",Ice Maker,410,5/6/2019,KMD-410MAH,-
SAID-0007228,"Hoshizaki America, Inc.",Ice Maker,410,10/1/2016,KMD-410MAH,-
SAID-0012911,Koolaire,Ice Maker,420,10/17/2024,KYT0420A,-
SAID-0012965,"Hoshizaki America, Inc.",Ice Maker,520,10/25/2024,KM-520MWJ,-
SAID-0013129,"Hoshizaki America, Inc.",Ice Maker,500,12/13/2024,IM-500SAB,-
SAID-0012952,"Hoshizaki America, Inc.",Ice Maker,500,10/22/2024,IM-500SAB,-
SAID-0012946,"Hoshizaki America, Inc.",Bin,0,10/22/2024,B-800SF,-
SAID-0012951,"Hoshizaki America, Inc.",Ice Maker,500,10/22/2024,IM-500SAB,-
SAID-0012947,"Hoshizaki America, Inc.",Bin,0,10/22/2024,B-800SF,-
SAID-0013130,"Hoshizaki America, Inc.",Ice Maker,500,12/13/2024,IM-500SAB,-
SAID-0012950,"Hoshizaki America, Inc.",Ice Maker,500,10/22/2024,IM-500SAB,-
SAID-0013128,"Hoshizaki America, Inc.",Ice Maker,500,12/13/2024,IM-500SAB,-
SAID-0002094,"Hoshizaki America, Inc.",Bin,0,5/1/2014,B-700PF,2/17/2025
SAID-0009157,Koolaire,Ice Maker,420,12/2/2022,KYT-0420A,-
SAID-0009980,"Hoshizaki America, Inc.",Ice Maker,500,4/1/2023,IM-500SAB,-
SAID-0006486,"Hoshizaki America, Inc.",Ice Maker,515,3/1/2015,KM-515MWH,-
SAID-0013160,"Hoshizaki America, Inc.",Ice Maker,500,12/30/2024,IM-500SAB,-
SAID-0013159,"Hoshizaki America, Inc.",Ice Maker,1002,12/30/2024,F-1002MAJ,-
SAID-0001563,"Hoshizaki America, Inc.",Bin,0,5/1/2016,B-500PF,-
SAID-0013277,"Hoshizaki America, Inc.",Ice Maker,350,8/17/2021,KM-350MWJ,-
SAID-0001474,"Hoshizaki America, Inc.",Bin,0,5/1/2015,B-500PF,-
SAID-0006488,"Hoshizaki America, Inc.",Ice Maker,515,5/1/2015,KM-515MWH,-
SAID-0001622,"Hoshizaki America, Inc.",Bin,0,10/1/2017,B-500PF,-
SAID-0006522,"Hoshizaki America, Inc.",Ice Maker,515,11/3/2017,KM-515MWH,-
SAID-0006056,"Hoshizaki America, Inc.",Ice Maker,350,4/1/2022,KM-350MAJ,-
SAID-0001151,"Hoshizaki America, Inc.",Bin,0,2/1/2003,B-300PF,-
SAID-0008114,"Hoshizaki America, Inc.",Ice Maker,500,11/1/2018,KML-500MAJ,-
SAID-0008308,"Hoshizaki America, Inc.",Ice Maker,700,5/1/2018,KML-700MAJ,-
SAID-0000437,"Follett Products, LLC",Bin,0,1/27/2016,SG700S-30,-
SAID-0013276,"Hoshizaki America, Inc.",Bin,0,7/12/2010,B-500PF,-
SAID-0009278,Manitowoc Ice,Ice Maker,522,7/17/2013,ID0522A,2/17/2025
SAID-0013274,"Hoshizaki America, Inc.",Ice Maker,340,2/1/2016,KM-340MAH,2/17/2025
SAID-0000897,"Hoshizaki America, Inc.",Bin,0,4/1/2014,B-300PF,2/17/2025
SAID-0002490,"Hoshizaki America, Inc.",Bin,0,6/1/2020,B-800PD,2/17/2025
SAID-0004750,"Hoshizaki America, Inc.",Ice Maker,1300,8/1/2021,KM-1300SWH,2/17/2025
SAID-0004708,"Hoshizaki America, Inc.",Ice Maker,1300,4/1/2004,KM-1300MAH,2/17/2025
SAID-0002467,"Hoshizaki America, Inc.",Bin,0,11/1/2008,B-700PF,2/17/2025
SAID-0007143,"Hoshizaki America, Inc.",Ice Maker,901,4/1/2009,KM-901MWH,2/17/2025
SAID-0013271,"Hoshizaki America, Inc.","Ice Maker, Self Contained",50,11/20/2018,AM-50BAJ-AD,-
SAID-0013275,"Hoshizaki America, Inc.",Ice Maker,901,2/15/2016,KM-901MAH,-
SAID-0002335,"Hoshizaki America, Inc.",Bin,0,10/1/2019,B-700PF,-
SAID-0009304,Manitowoc Ice,Ice Maker,522,7/17/2013,ID0522A,-
SAID-0000135,Continental Refrigerator,Refrigerator/Freezer,0,8/16/2004,1R,-
SAID-0003306,"Hoshizaki America, Inc.",Water and Ice Maker/Dispenser,0,8/1/2013,DCM-270BAH,-
SAID-0013272,Koolaire,Ice Maker,300,2/11/2025,KDT0300A,-
SAID-0013267,"Hoshizaki America, Inc.",Ice Maker,1301,2/11/2025,KM-1301SWJ,-
SAID-0013266,"Hoshizaki America, Inc.",Bin,0,2/11/2025,B-800SF,-
SAID-0013273,Koolaire,Bin,0,2/11/2025,K400,-
SAID-0003300,"Hoshizaki America, Inc.",Water and Ice Maker/Dispenser,0,11/1/2013,DCM-270BAH,-
SAID-0013268,"Hoshizaki America, Inc.",Bin,0,2/11/2025,B-700SF,-
SAID-0013269,Koolaire,Ice Maker,400,2/10/2025,KDT-0400A,-
SAID-0013270,Koolaire,Bin,0,2/11/2025,K400,-
SAID-0007123,"Hoshizaki America, Inc.",Ice Maker,901,10/1/2016,KM-901MWH,-
SAID-0005078,"Hoshizaki America, Inc.",Ice Maker,1340,3/1/2019,KM-1340MAJ,-
SAID-0013245,Scotsman Ice Systems,Bin,0,1/29/2025,B530S,-
SAID-0007461,"Hoshizaki America, Inc.",Ice Maker,850,5/1/2012,KMD-850MAH,2/11/2025
SAID-0000786,"Hoshizaki America, Inc.",Bin,0,10/1/2019,B-250PF,-
SAID-0013263,Koolaire,Ice Maker,1700,2/7/2025,KDT1700A-261,-
SAID-0013261,"Hoshizaki America, Inc.",Bin,0,2/6/2025,B-700SF,-
SAID-0013262,"Hoshizaki America, Inc.",Ice Maker,901,2/6/2025,KM-901MAJ,-
SAID-0013253,"Follett Products, LLC",Ice Dispenser,0,1/29/2025,15CI112A-NW-CL-ST-00,-
SAID-0013254,Scotsman Ice Systems,Ice Maker,530,2/3/2025,MC0530SA-1,-
SAID-0003327,"Hoshizaki America, Inc.",Water and Ice Maker/Dispenser,0,11/1/2014,DCM-270BAH,2/11/2025
SAID-0006833,"Hoshizaki America, Inc.",Ice Maker,900,1/1/2021,KM-900MAF,2/10/2025
SAID-0002020,"Hoshizaki America, Inc.",Bin,0,5/1/2018,B-700PD,2/10/2025
SAID-0005139,"Hoshizaki America, Inc.",Ice Maker,1500,11/1/2018,KM1500SWF1,2/10/2025
SAID-0003342,"Hoshizaki America, Inc.",Water and Ice Maker/Dispenser,0,12/1/2015,DCM-270BAH,2/7/2025
SAID-0003463,"Hoshizaki America, Inc.",Water and Ice Maker/Dispenser,0,5/1/2010,DCM-270BAH,2/7/2025
SAID-0003315,"Hoshizaki America, Inc.",Water and Ice Maker/Dispenser,0,8/1/2014,DCM-270BAH,2/7/2025
SAID-0003460,"Hoshizaki America, Inc.",Water and Ice Maker/Dispenser,0,5/1/2010,DCM-270BAH,2/7/2025
SAID-0012375,Manitowoc Ice,Bin,0,7/30/2024,D970,-
SAID-0007558,"Hoshizaki America, Inc.",Ice Maker,325,1/1/2020,KML-325MAJ,-
SAID-0013257,"Hoshizaki America, Inc.",Water and Ice Maker/Dispenser,271,2/5/2025,DCM-271BAH,-
SAID-0013256,"Hoshizaki America, Inc.",Water and Ice Maker/Dispenser,271,2/5/2025,DCM-271BAH,-
SAID-0013003,"Hoshizaki America, Inc.",Ice Maker,801,11/13/2024,F-801MAJ-C,-
SAID-0013265,"Hoshizaki America, Inc.",Ice Maker,1601,2/7/2025,KM-1601SWJ,-
SAID-0013258,"Hoshizaki America, Inc.",Water and Ice Maker/Dispenser,271,2/5/2025,DCM-271BAH,-
SAID-0013260,"Hoshizaki America, Inc.",Water and Ice Maker/Dispenser,500,2/5/2025,DCM-500BAH,-
SAID-0013259,"Hoshizaki America, Inc.",Water and Ice Maker/Dispenser,271,2/5/2025,DCM-271BAH,-
SAID-0004886,"Hoshizaki America, Inc.",Ice Maker,1301,1/1/2018,KM-1301SAJ,-
SAID-0012508,"Hoshizaki America, Inc.",Ice Maker,231,8/20/2024,KM-231BAJ,-
SAID-0009900,"True Manufacturing Co., Inc.",Refrigerator/Freezer,0,7/5/2012,TWT-36-HC,-
SAID-0009722,"True Manufacturing Co., Inc.",Refrigerator/Freezer,0,7/5/2012,T-23F-HC,-
SAID-0007221,"Hoshizaki America, Inc.",Ice Maker,410,6/1/2016,KMD-410MAH,10/26/2023
SAID-0001608,"Hoshizaki America, Inc.",Bin,0,7/1/2017,B-500PF,-
SAID-0006372,"Hoshizaki America, Inc.",Ice Maker,515,7/1/2017,KM-515MAH,2/6/2025
SAID-0007152,"Hoshizaki America, Inc.",Ice Maker,901,10/1/2010,KM-901MWH,2/6/2025
SAID-0001937,"Hoshizaki America, Inc.",Bin,0,11/1/2010,B-500PF,2/6/2025
SAID-0004328,"Hoshizaki America, Inc.",Ice Maker,500,6/1/2016,IM-500SAA,2/6/2025
SAID-0002174,"Hoshizaki America, Inc.",Bin,0,6/1/2016,B-700PF,-
SAID-0001926,"Hoshizaki America, Inc.",Bin,0,7/1/2010,B-500PF,10/3/2024
SAID-0006143,"Hoshizaki America, Inc.",Ice Maker,500,5/1/2006,KM-500MWH,10/3/2024
SAID-0007570,"Hoshizaki America, Inc.",Ice Maker,350,1/1/2021,KML-350MWJ,-
SAID-0001227,"Hoshizaki America, Inc.",Bin,0,6/1/2021,B-300SF,2/5/2025
SAID-0000266,"Follett Products, LLC",Bin,0,1/20/2014,LSG1325S,2/5/2025
SAID-0005174,"Hoshizaki America, Inc.",Ice Maker,1600,11/1/2003,KM-1600SWH,2/5/2025
SAID-0004293,"Hoshizaki America, Inc.",Ice Maker,500,2/1/2016,IM-500SAA,2/5/2025
SAID-0002198,"Hoshizaki America, Inc.",Bin,0,12/1/2016,B-700PF,2/5/2025
SAID-0013252,Koolaire,Bin,0,1/31/2025,K400,-
SAID-0011179,"Hoshizaki America, Inc.",Ice Maker,1301,9/24/2018,KM-1301SAJ,-
SAID-0013251,Koolaire,Ice Maker,300,1/31/2025,KYT0300A,-
SAID-0013250,"Hoshizaki America, Inc.",Ice Maker,1301,1/31/2025,KM-1301SWJ,-
SAID-0013249,"Hoshizaki America, Inc.",Bin,0,1/31/2025,B-900SF,-
SAID-0011665,"Hoshizaki America, Inc.",Ice Maker,500,10/20/2021,IM-500SAB,-
SAID-0003012,"Hoshizaki America, Inc.",Bin,0,3/1/2021,B-900SD,-
SAID-0009280,Manitowoc Ice,Ice Maker,522,7/17/2013,ID0522A,-
SAID-0000761,"Hoshizaki America, Inc.",Bin,0,8/27/2014,B-250PF,1/27/2025
SAID-0001681,"Hoshizaki America, Inc.",Bin,0,7/1/2018,B-500PF,-
SAID-0006206,"Hoshizaki America, Inc.",Ice Maker,515,2/1/2012,KM-515MAH,-
SAID-0011160,"Hoshizaki America, Inc.",Ice Maker,130,3/18/2015,KM-130SAH,-
SAID-0013238,Koolaire,Bin,0,1/29/2025,K-420,-
SAID-0004989,"Hoshizaki America, Inc.",Ice Maker,1301,11/1/2014,KM-1301SWH,1/31/2025
SAID-0004631,"Hoshizaki America, Inc.",Ice Maker,50,1/1/2022,IM-50BAA-LM,-
SAID-0013240,"Hoshizaki America, Inc.",Bin,0,1/29/2025,B-500SF,-
SAID-0013247,Manitowoc Ice,Bin,0,1/30/2025,D570,-
SAID-0013248,Manitowoc Ice,Ice Maker,750,1/30/2025,IYT0750W-261,-
SAID-0013237,Koolaire,Ice Maker,420,1/29/2025,KDT-0420A,-
SAID-0013228,Manitowoc Ice,Ice Maker,200,1/27/2025,UNP0200A,-
SAID-0002545,"Hoshizaki America, Inc.",Bin,0,4/1/2015,B-800PF,1/31/2025
SAID-0013246,Koolaire,Ice Maker,1000,1/30/2025,KDT-1000A,-
SAID-0009132,Koolaire,Ice Maker,1000,8/18/2021,KDT-1000A,-
SAID-0003020,"Hoshizaki America, Inc.",Bin,0,12/1/2020,B-900SF,1/30/2025
SAID-0013241,"Hoshizaki America, Inc.",Ice Maker,901,1/29/2025,KM-901MWJ,-
SAID-0013243,"Hoshizaki America, Inc.",Ice Maker,500,1/29/2025,IM-500SAB,-
SAID-0013239,"Hoshizaki America, Inc.",Bin,0,1/29/2025,B-500SF,-
SAID-0003563,"Hoshizaki America, Inc.",Water and Ice Maker/Dispenser,500,5/1/2016,DCM-500BAH,1/30/2025
SAID-0004795,"Hoshizaki America, Inc.",Ice Maker,1300,3/1/2007,KM-1300SWH,-
SAID-0000332,"Follett Products, LLC",Bin,0,10/8/2007,SG1300S-48,-
SAID-0005506,"Hoshizaki America, Inc.",Ice Maker,201,7/1/2012,KM-201BAH,1/30/2025
SAID-0008570,"Hoshizaki America, Inc.",Stand,0,7/17/2013,SD-450,1/30/2025
SAID-0013211,Arctic Industries,Refrigerator/Freezer,0,1/21/2025,AR23,-
SAID-0008551,"Hoshizaki America, Inc.",Stand,0,5/1/2018,SD-270,-
SAID-0009259,Manitowoc Ice,Bin,0,8/30/2022,D970,-
SAID-0003704,"Hoshizaki America, Inc.",Water and Ice Dispenser,0,10/1/2017,DM-200B,-
SAID-0010097,"Hoshizaki America, Inc.",Ice Maker,250,1/1/2017,KML-250MAH,1/28/2025
SAID-0010139,"Hoshizaki America, Inc.",Ice Maker,530,4/1/2018,KMD-530MAH,1/28/2025
SAID-0005110,"Hoshizaki America, Inc.",Ice Maker,1340,1/1/2017,KM-1340MWH,1/28/2025
SAID-0006469,"Hoshizaki America, Inc.",Ice Maker,515,1/1/2014,KM-515MWH,1/28/2025
SAID-0001790,"Hoshizaki America, Inc.",Bin,0,1/1/2003,B-500PF,1/28/2025
SAID-0010064,"Hoshizaki America, Inc.",Ice Maker,1002,3/1/2021,F-1002MAJ,-
SAID-0010156,"Hoshizaki America, Inc.",Ice Maker,325,11/1/2018,KML-325MAJ,1/28/2025
SAID-0007544,"Hoshizaki America, Inc.",Ice Maker,325,11/1/2017,KML-325MAJ,1/28/2025
SAID-0007436,"Hoshizaki America, Inc.",Ice Maker,530,12/1/2018,KMD-530MAH,1/28/2025
SAID-0007055,"Hoshizaki America, Inc.",Ice Maker,#N/A,11/1/2019,KM-901MRJ,1/28/2025
SAID-0006728,"Hoshizaki America, Inc.",Ice Maker,650,4/9/2018,KM-650MAJ,1/28/2025
SAID-0010135,"Hoshizaki America, Inc.",Ice Maker,515,2/1/2018,KM-515MAJ,1/28/2025
SAID-0005849,"Hoshizaki America, Inc.",Ice Maker,300,6/1/2018,KM-300BAJ,1/28/2025
SAID-0005618,"Hoshizaki America, Inc.",Ice Maker,230,7/1/2018,KM-230BAJ,1/28/2025
SAID-0005245,"Hoshizaki America, Inc.",Ice Maker,1601,1/1/2019,KM-1601SAJ,1/28/2025
SAID-0012276,"Hoshizaki America, Inc.",Ice Maker,1340,11/4/2016,KM-1340MWH,1/28/2025
SAID-0004877,"Hoshizaki America, Inc.",Ice Maker,1301,12/1/2010,KM-1301SAH,1/28/2025
SAID-0005819,"Hoshizaki America, Inc.",Ice Maker,260,11/1/2010,KM-260BAH,1/28/2025
SAID-0005940,"Hoshizaki America, Inc.",Ice Maker,320,5/1/2010,KM-320MWH,1/28/2025
SAID-0005018,"Hoshizaki America, Inc.",Ice Maker,1301,7/1/2010,KM-1301SWH,1/28/2025
SAID-0005811,"Hoshizaki America, Inc.",Ice Maker,260,3/1/2010,KM-260BAH,1/28/2025
SAID-0006542,"Hoshizaki America, Inc.",Ice Maker,515,8/1/2009,KM-515MWH,1/28/2025
SAID-0006184,"Hoshizaki America, Inc.",Ice Maker,501,1/1/2008,KM-501MWH,1/28/2025
SAID-0007531,"Hoshizaki America, Inc.",Ice Maker,250,3/1/2008,KML-250MWH,1/28/2025
SAID-0006189,"Hoshizaki America, Inc.",Ice Maker,515,5/1/2011,KM-515MAH,5/16/2024
SAID-0007142,"Hoshizaki America, Inc.",Ice Maker,901,12/1/2008,KM-901MWH,1/28/2025
SAID-0006530,"Hoshizaki America, Inc.",Ice Maker,515,1/18/2022,KM-515MWH,1/28/2025
SAID-0008190,"Hoshizaki America, Inc.",Ice Maker,600,7/1/2007,KML-600MAH,1/27/2025
SAID-0003404,"Hoshizaki America, Inc.",Water and Ice Maker/Dispenser,0,11/1/2018,DCM-270BAH,1/27/2025
SAID-0003396,"Hoshizaki America, Inc.",Water and Ice Maker/Dispenser,0,4/1/2018,DCM-270BAH,1/27/2025
SAID-0003589,"Hoshizaki America, Inc.",Water and Ice Maker/Dispenser,500,2/1/2018,DCM-500BAH,1/27/2025
SAID-0007276,"Hoshizaki America, Inc.",Ice Maker,410,7/1/2018,KMD-410MAH,1/27/2025
SAID-0007264,"Hoshizaki America, Inc.",Ice Maker,410,4/1/2018,KMD-410MAH,1/27/2025
SAID-0008088,"Hoshizaki America, Inc.",Ice Maker,500,1/1/2018,KML-500MAJ,1/27/2025
SAID-0005716,"Hoshizaki America, Inc.",Ice Maker,2600,6/1/2018,KM-2600SRJ3,1/27/2025
SAID-0010171,"Hoshizaki America, Inc.",Ice Maker,#N/A,7/1/2018,KMS-830MLJ,1/27/2025
SAID-0003386,"Hoshizaki America, Inc.",Water and Ice Maker/Dispenser,0,12/1/2017,DCM-270BAH,1/27/2025
SAID-0005998,"Hoshizaki America, Inc.",Ice Maker,340,12/1/2017,KM-340MAJ,1/27/2025
SAID-0007503,"Hoshizaki America, Inc.",Ice Maker,901,5/1/2017,KMD-901MWH,1/27/2025
SAID-0010108,"Hoshizaki America, Inc.",Ice Maker,340,4/1/2017,KM-340MAH,1/27/2025
SAID-0010255,"Hoshizaki America, Inc.",Ice Maker,340,4/1/2017,KM-340MAH,1/27/2025
SAID-0005803,"Hoshizaki America, Inc.",Ice Maker,260,5/1/2017,KM-260BAH,1/27/2025
SAID-0005797,"Hoshizaki America, Inc.",Ice Maker,260,2/1/2017,KM-260BAH,1/27/2025
SAID-0012597,"Hoshizaki America, Inc.","Ice Maker, Self Contained",50,7/31/2017,AM-50BAE-ADDS,1/27/2025
SAID-0013040,"Hoshizaki America, Inc.",Ice Maker,500,5/8/2017,KML-500MAJ,1/27/2025
SAID-0005235,"Hoshizaki America, Inc.",Ice Maker,1601,8/1/2017,KM-1601SAJ,1/27/2025
